# Synthetic cluster and field from the UPMASK validation set.
# From:
# UPMASK: unsupervised photometric membership assignment in stellar clusters
# Krone-Martins, A., & Moitinho, A. 2014, A&A, 561, A57
#
RAJ2000;DECJ2000;Umag;Bmag;Vmag;Rmag;Imag;flag
553.822524;399.990276;20.006;19.269;18.049;17.255;16.422;2
247.454044;655.013924;21.176;20.435;19.112;18.252;17.354;2
642.004860;128.455364;21.690;20.662;19.088;18.063;16.978;2
603.954716;686.250756;19.054;18.440;17.302;16.567;15.806;2
794.353276;668.932708;19.346;18.577;17.333;16.580;15.886;2
313.312188;711.740132;18.424;17.816;16.699;15.976;15.230;2
316.711804;431.825156;19.421;18.741;17.565;16.804;16.013;2
791.781212;604.797252;23.321;22.259;20.555;19.454;18.299;2
629.302588;111.653700;22.716;21.581;19.854;18.732;17.545;2
524.902908;215.324740;23.205;22.135;20.530;19.555;18.604;2
120.432028;705.121124;19.558;20.391;20.411;20.395;20.401;2
658.371452;112.033860;17.594;17.014;15.929;15.231;14.518;2
 96.030332; 72.351492;22.731;21.534;19.903;18.901;17.952;2
431.793980;106.784836;23.878;22.715;20.952;19.857;18.769;2
565.090748;304.275844;22.195;21.322;19.840;18.931;18.029;2
103.068220;180.823108;22.392;21.059;19.512;18.413;17.209;2
264.845660;604.989444;15.780;15.466;14.614;14.084;13.575;2
734.060956;547.135780;17.689;17.204;16.148;15.505;14.889;2
766.728668;333.019812;17.866;17.366;16.361;15.718;15.068;2
115.152380;287.638564;22.486;21.573;20.047;19.108;18.174;2
150.402012;587.076164;22.201;20.751;19.168;18.051;16.726;2
573.663356;240.260068;17.304;15.936;14.269;13.320;12.434;2
561.552444;488.564036;19.135;18.415;17.169;16.374;15.562;2
400.997852;165.530820;22.049;21.105;19.545;18.581;17.618;2
305.365084;564.227492;22.782;21.563;19.721;18.549;17.330;2
485.341276;145.474564;21.820;20.202;17.567;15.934;14.303;2
806.375484;437.654628;19.769;18.680;17.374;16.566;15.883;2
459.759324;211.255268;23.455;22.363;20.617;19.520;18.401;2
320.171964;624.063268;19.605;18.413;17.063;16.165;15.361;2
669.277116;369.598596;22.221;21.138;19.472;18.407;17.300;2
204.796220;325.415908;20.228;19.520;18.238;17.430;16.612;2
579.797660;449.088644;23.235;22.132;20.403;19.329;18.246;2
 93.910588;716.413636;22.068;21.074;19.505;18.501;17.459;2
357.070012;194.029092;22.394;21.354;19.733;18.696;17.617;2
421.270940;203.734436;21.603;21.207;19.705;18.658;17.520;2
327.690684;298.617796;21.219;19.364;17.181;15.899;14.654;2
741.316028;179.468260;22.835;21.708;19.994;18.896;17.754;2
612.087676;320.981764;24.269;22.884;20.863;19.575;18.228;2
589.422396;286.205220;22.313;21.038;19.562;18.510;17.419;2
532.889788;694.029252;25.070;22.737;20.029;18.402;16.777;2
360.120092;604.874340;23.336;22.213;20.487;19.386;18.241;2
271.042620;212.648484;20.959;20.003;18.484;17.519;16.528;2
678.483676;273.473028;22.129;20.880;19.435;18.379;17.242;2
218.113436;705.917348;19.363;18.622;17.367;16.577;15.779;2
686.092156;439.504740;20.568;19.785;18.457;17.653;16.876;2
345.048508;149.556356;23.412;22.129;20.355;19.278;18.236;2
447.937404; 87.683204;23.895;22.447;20.339;18.970;17.515;2
166.171964;588.605956;17.163;16.662;15.659;15.001;14.321;2
339.213052;616.258372;23.593;22.314;20.472;19.265;17.966;2
637.892796;387.559748;18.279;17.878;16.829;16.164;15.499;2
192.507900; 69.054308;22.590;21.055;19.423;18.340;17.172;2
276.703132;123.132068;20.336;19.804;18.611;17.849;17.074;2
148.143932;616.005988;18.456;17.862;16.827;16.153;15.446;2
244.624316;689.821092;20.320;19.486;18.110;17.209;16.262;2
589.202044;257.321860;22.209;21.436;19.994;19.097;18.195;2
258.988028;680.655716;21.830;20.779;19.125;18.047;16.906;2
174.757596;390.652068;23.343;21.902;20.263;19.152;18.008;2
303.162972;429.979972;22.750;21.560;19.971;18.976;18.048;2
797.605052;693.373828;17.877;17.416;16.481;15.874;15.248;2
686.193180;304.228324;18.502;17.914;16.823;16.114;15.375;2
322.653212;643.374692;21.600;20.383;18.936;17.999;17.188;2
440.623900;635.611332;23.982;22.524;20.802;19.672;18.631;2
350.504156;398.786436;19.317;18.779;17.680;16.968;16.237;2
496.021308;628.498820;23.078;21.890;20.076;18.901;17.661;2
707.372316; 87.227012;23.580;22.514;20.786;19.711;18.621;2
474.145564;198.577988;21.520;20.556;19.079;18.181;17.319;2
315.955708;474.893060;20.333;19.608;18.269;17.449;16.641;2
212.509596;739.092644;19.808;19.227;18.052;17.301;16.536;2
218.768860;195.142116;23.966;22.576;20.897;19.838;18.875;2
638.881212;358.111428;23.294;21.990;20.321;19.276;18.300;2
791.614716; 79.309124;20.875;20.167;18.854;18.013;17.147;2
702.465788;523.889348;21.296;20.345;18.824;17.841;16.815;2
135.754236;408.163716;13.187;13.052;12.369;11.961;11.592;2
333.258620;263.683908;21.944;20.704;19.195;18.234;17.364;2
806.534940;418.294276;23.242;21.868;20.258;19.134;17.958;2
716.637308;640.768484;20.312;19.526;18.241;17.475;16.755;2
738.813660;396.479076;22.411;21.551;20.040;19.098;18.145;2
488.142844;182.879492;22.374;20.484;18.182;16.813;15.455;2
647.030716;278.282404;23.293;21.888;20.273;19.233;18.306;2
371.598108;701.518052;17.502;17.003;15.985;15.385;14.835;2
101.735548;273.465636;22.673;21.769;20.216;19.248;18.267;2
776.539260;124.278884;22.331;21.286;19.660;18.612;17.517;2
171.008092;558.034404;23.890;22.679;20.857;19.681;18.441;2
318.329948;368.715780;24.134;22.741;20.682;19.365;17.985;2
480.439324;554.982564;21.734;20.052;18.349;17.070;15.472;2
218.164828;145.009924;24.005;22.654;20.946;19.892;18.909;2
252.499260;156.349604;20.956;20.208;18.858;18.001;17.127;2
555.207996;546.736260;23.424;22.420;20.757;19.708;18.632;2
262.536540;451.569540;23.378;22.276;20.505;19.377;18.205;2
751.343100;563.669924;20.748;19.827;18.180;17.050;15.816;2
726.830524;668.595844;23.928;22.387;20.705;19.515;18.099;2
636.129276;403.588068;22.885;21.860;20.190;19.130;18.040;2
771.127260;640.686820;24.338;22.271;19.665;18.073;16.466;2
257.111164;327.303332;23.650;22.216;20.548;19.499;18.554;2
484.943868;561.544196;24.119;22.660;20.935;19.857;18.874;2
653.153756;687.764708;19.654;18.943;17.692;16.899;16.096;2
114.696892;342.069380;20.592;19.842;18.510;17.671;16.823;2
351.223996;414.730980;21.173;20.358;18.952;18.064;17.160;2
269.954588;579.795748;21.183;19.864;18.379;17.384;16.450;2
784.408220;741.918500;23.920;22.563;20.577;19.317;18.008;2
387.249788;414.032260;19.982;19.204;17.874;17.034;16.187;2
279.703228;453.807908;23.245;22.194;20.516;19.453;18.362;2
130.159900;466.373604;23.082;21.951;20.225;19.124;17.980;2
328.992732;242.528708;14.381;14.087;13.336;12.875;12.443;2
102.581756;176.520964;20.943;20.102;18.700;17.813;16.910;2
642.515260;663.731204;23.299;21.157;18.694;17.233;15.796;2
695.049500;385.487876;26.052;22.980;19.543;17.209;14.721;2
239.860700;358.171620;22.978;21.632;20.077;18.948;17.710;2
672.511996;559.085476;24.722;22.548;19.895;18.286;16.677;2
293.727964; 47.718532;22.783;21.754;20.133;19.120;18.094;2
212.507484;704.411140;20.304;19.422;17.997;17.103;16.200;2
602.678716;749.579076;19.606;18.699;17.422;16.681;16.024;2
393.677660;300.035300;18.599;17.767;16.334;15.464;14.599;2
719.719068;339.892964;22.004;21.038;19.554;18.585;17.552;2
209.073724;718.001860;23.730;22.570;20.866;19.805;18.769;2
713.402780;683.874052;23.541;21.654;19.209;17.726;16.213;2
333.580348;540.578724;17.352;16.488;15.329;14.609;14.001;2
262.945916;388.675236;15.303;15.105;14.365;13.890;13.425;2
687.066492;209.546660;22.090;21.141;19.653;18.733;17.844;2
651.759484; 66.693444;23.099;22.008;20.380;19.370;18.389;2
548.681564;534.615844;14.457;13.661;12.604;11.957;11.433;2
308.626364;493.393476;18.901;18.131;16.964;16.267;15.645;2
387.352220;489.186724;23.007;22.005;20.414;19.378;18.282;2
734.514332; 82.252196;24.497;22.668;20.881;19.583;17.992;2
135.013276;593.466372;18.977;18.509;17.444;16.765;16.079;2
650.682012;238.524708;21.877;21.095;19.670;18.789;17.907;2
102.476860;414.049508;21.366;20.576;19.206;18.317;17.389;2
693.288796; 76.877860;17.866;17.275;16.141;15.416;14.679;2
379.596604;444.444708;22.103;21.316;19.867;18.943;17.992;2
347.796924;466.517220;22.479;21.583;20.075;19.151;18.234;2
411.468796;198.458660;17.234;16.805;15.886;15.295;14.696;2
540.041020;704.441764;21.657;20.907;19.505;18.620;17.717;2
522.630748;549.190404;23.837;22.464;20.867;19.745;18.535;2
123.247676;631.794596;23.572;22.126;20.448;19.343;18.316;2
215.062300;281.704548;22.104;20.263;17.999;16.654;15.317;2
282.027836;525.154436;23.839;22.417;20.748;19.594;18.421;2
302.155196;252.229476;22.886;21.953;20.368;19.354;18.302;2
773.697916; 43.941572;17.154;16.671;15.668;15.029;14.388;2
718.206172;676.457412;22.167;21.277;19.772;18.807;17.805;2
398.143836;369.539108;22.496;21.431;19.773;18.705;17.585;2
762.792604;591.311780;17.418;16.948;15.940;15.303;14.668;2
722.062332;734.410340;21.936;21.115;19.655;18.734;17.794;2
761.566236;366.879396;21.591;20.357;18.908;17.890;16.860;2
713.776252;159.233892;17.918;17.275;16.089;15.346;14.601;2
587.431836; 74.106916;22.169;20.856;19.320;18.248;17.167;2
276.029052;543.272228;17.830;17.266;16.176;15.519;14.910;2
203.899676;599.715076;23.962;22.710;20.999;19.955;18.953;2
685.481436;255.612548;19.400;19.916;19.725;19.682;19.635;2
781.084284;133.344644;23.355;22.036;20.491;19.375;18.154;2
412.053468;502.005860;22.836;21.729;20.150;19.196;18.283;2
546.975420;204.836548;19.140;17.826;15.998;14.891;13.809;2
780.162396; 31.653604;17.770;17.322;16.311;15.698;15.113;2
356.481468;427.318148;22.738;21.480;19.912;18.948;18.072;2
737.203260;517.646628;22.045;21.089;19.602;18.704;17.836;2
135.925308;293.854532;20.036;19.305;18.021;17.205;16.374;2
388.506428;642.424292;23.138;21.927;20.300;19.316;18.387;2
319.599964;217.623300;16.802;16.260;15.256;14.676;14.162;2
116.571644;668.716228;23.387;21.957;20.314;19.279;18.354;2
185.531964; 42.824676;22.904;21.848;20.185;19.127;18.033;2
805.415932;714.760292;23.765;22.621;20.905;19.856;18.818;2
660.045564;459.996772;18.837;17.485;15.989;14.946;13.741;2
499.581788;559.255844;20.993;20.002;18.606;17.777;17.017;2
754.123196;436.328996;20.860;19.732;18.304;17.436;16.644;2
655.650492;491.541604;23.772;22.601;20.827;19.710;18.567;2
200.425788;115.818564;20.765;19.887;18.478;17.597;16.710;2
541.124476;164.576196;23.140;22.325;20.791;19.804;18.778;2
357.028124;348.727812;22.452;21.217;19.714;18.741;17.888;2
764.054172;188.709668;16.417;16.021;15.157;14.594;14.018;2
415.243644;541.493572;22.871;21.956;20.430;19.493;18.565;2
759.767516;283.503972;22.656;21.835;20.349;19.385;18.377;2
654.743388;627.089060;21.548;20.277;18.421;17.293;16.159;2
715.753788;656.400100;23.288;22.176;20.503;19.410;18.245;2
678.796604;125.364804;23.203;22.336;20.767;19.763;18.722;2
124.810204;640.630148;23.472;22.358;20.697;19.664;18.655;2
686.712028;189.726948;23.432;22.265;20.561;19.515;18.490;2
556.732156;186.270308;23.568;22.523;20.859;19.776;18.630;2
443.030876;119.385732;18.328;17.863;16.858;16.210;15.551;2
707.159356;199.417860;20.297;19.627;18.387;17.585;16.754;2
186.389084;457.407108;18.348;17.835;16.764;16.125;15.523;2
644.773692;734.113252;20.325;19.473;18.027;17.102;16.147;2
450.689340;240.663108;21.017;20.180;18.784;17.880;16.936;2
364.631676;711.239940;21.019;19.096;16.821;15.468;14.142;2
242.350044;627.595236;22.214;21.171;19.679;18.776;17.924;2
141.008892;500.925572;23.330;22.328;20.702;19.701;18.699;2
117.281628;176.196068;22.101;20.987;19.237;18.122;16.963;2
445.495932;294.669060;24.012;22.474;20.697;19.559;18.525;2
371.554812;670.360068;20.757;19.986;18.601;17.723;16.831;2
 97.382716;265.299588;22.262;21.323;19.725;18.718;17.688;2
751.678556;677.667588;23.605;22.184;20.580;19.464;18.211;2
482.554492;644.866116;23.284;21.878;20.260;19.225;18.304;2
755.782876;329.104516;22.505;21.612;20.074;19.105;18.115;2
690.374236;470.378308;18.657;17.862;16.641;15.921;15.267;2
366.891516;398.054628;22.362;21.188;19.665;18.736;17.886;2
340.296156; 62.516260;22.390;21.226;19.700;18.771;17.917;2
528.671068; 65.912004;23.567;22.343;20.487;19.298;18.054;2
430.161756;280.714724;23.985;22.598;20.891;19.834;18.857;2
739.934428;689.716548;20.794;20.008;18.645;17.777;16.887;2
235.651132;416.207268;16.971;16.584;15.644;15.077;14.541;2
591.111644; 90.973700;19.844;19.136;17.832;17.025;16.224;2
109.850204;110.147492;23.221;21.879;20.166;19.115;18.130;2
635.810716;558.726436;16.052;15.642;14.718;14.142;13.580;2
642.880636;697.052580;23.859;22.372;20.689;19.608;18.632;2
476.180476;679.630340;22.468;21.092;19.549;18.545;17.641;2
363.051548; 57.915620;25.732;23.279;20.450;18.747;17.039;2
622.330524;509.239460;23.668;22.310;20.623;19.590;18.635;2
621.099580;512.112836;19.322;18.630;17.402;16.631;15.857;2
148.854268;695.002884;23.427;22.221;20.405;19.250;18.052;2
228.752284;514.688420;20.226;19.468;18.158;17.340;16.522;2
696.101628;623.821796;16.954;16.438;15.412;14.791;14.204;2
197.476028;288.901540;23.791;22.641;20.899;19.822;18.744;2
733.289372;459.631396;25.352;22.846;20.043;18.371;16.712;2
682.737948;669.676132;18.856;18.435;17.447;16.797;16.122;2
300.187164;534.916100;21.520;20.848;19.467;18.580;17.670;2
319.631644;587.716804;22.218;21.263;19.746;18.808;17.898;2
362.184572;133.226020;22.162;20.949;19.453;18.445;17.532;2
330.150460; 37.985732;22.083;21.295;19.888;18.970;18.003;2
542.120284; 40.402212;21.576;20.840;19.468;18.625;17.791;2
126.498396;470.392036;22.388;21.547;20.001;19.009;17.981;2
747.955452; 32.039748;20.866;20.169;18.799;17.940;17.072;2
755.223196;363.471332;22.958;22.030;20.431;19.397;18.317;2
512.028508;614.407556;24.088;21.932;20.047;18.626;16.871;2
391.314684;422.050820;23.675;22.328;20.701;19.662;18.729;2
100.719676;418.223172;18.540;15.999;13.606;12.192;10.819;2
572.034300;647.531460;24.062;22.554;20.899;19.784;18.578;2
578.761372;447.281124;19.941;19.351;18.148;17.413;16.695;2
501.155228;319.123556;22.567;21.602;20.091;19.173;18.280;2
296.436252;452.398148;19.669;19.066;17.911;17.163;16.389;2
294.950460;470.356484;23.036;22.081;20.455;19.431;18.394;2
365.709852;583.668804;23.016;20.971;18.515;17.044;15.571;2
745.075388;600.438788;20.766;19.509;18.036;17.010;15.954;2
147.605372;550.730052;19.997;19.304;18.072;17.335;16.634;2
435.918364;511.189892;19.699;18.175;16.237;15.099;13.986;2
457.950044;135.300708;16.921;15.742;14.362;13.392;12.385;2
388.245244;570.000292;23.603;22.592;20.924;19.847;18.717;2
481.500956; 68.063428;23.727;22.579;20.821;19.679;18.468;2
247.312188;137.765764;21.593;20.794;19.392;18.536;17.694;2
796.041468; 31.991524;25.988;22.998;19.818;17.898;15.962;2
140.827964;337.398340;23.055;21.653;20.050;18.938;17.719;2
790.901212;173.778884;23.425;22.001;20.371;19.240;18.007;2
408.421180;477.042372;23.774;22.459;20.798;19.767;18.812;2
122.443004;443.857924;20.739;20.044;18.741;17.908;17.052;2
535.516764;599.720004;22.023;21.140;19.592;18.618;17.625;2
358.489276;428.812388;20.666;19.421;17.973;17.005;16.125;2
323.000636;203.306404;20.354;19.672;18.404;17.592;16.758;2
457.636412;461.016164;21.469;20.590;19.099;18.142;17.150;2
319.382428;358.984388;22.508;21.604;20.062;19.074;18.048;2
422.456476;666.476100;15.453;15.052;14.130;13.558;13.002;2
239.681532;576.956868;20.296;19.538;18.180;17.312;16.417;2
327.609372;430.695588;22.786;21.792;20.181;19.143;18.058;2
596.641916;261.289956;23.210;21.936;20.009;18.773;17.474;2
466.147068;420.642116;19.227;18.298;17.017;16.246;15.561;2
794.632764;725.904612;19.952;19.230;17.987;17.246;16.545;2
786.076700;399.702340;18.546;18.068;17.010;16.344;15.681;2
255.179740;181.311332;23.167;22.086;20.422;19.390;18.373;2
490.149596;704.413252;22.035;20.874;19.349;18.403;17.526;2
440.862556;682.194660;21.148;20.133;18.670;17.789;16.960;2
732.318556;236.796740;18.153;16.685;14.909;13.890;12.924;2
468.875420;647.650436;19.938;18.850;17.536;16.722;16.030;2
544.626172;137.492964;24.106;22.584;20.833;19.685;18.614;2
468.467100;360.614500;23.806;22.617;20.926;19.897;18.898;2
109.443644;414.580676;21.207;20.306;18.913;18.080;17.291;2
231.237404; 89.824772;24.040;22.535;20.781;19.655;18.609;2
661.321916;219.008772;20.369;19.690;18.410;17.613;16.814;2
193.121436;593.008772;22.489;21.526;19.947;18.939;17.896;2
113.973884;642.949124;21.907;20.529;18.973;17.957;17.044;2
355.776060;594.821220;27.038;23.988;20.734;18.763;16.774;2
455.012956; 31.105540;22.305;21.188;19.463;18.373;17.251;2
306.469308;105.257860;23.756;22.288;20.528;19.425;18.405;2
422.374460;436.742244;23.111;21.709;20.031;18.980;18.013;2
498.878492;585.889924;22.291;21.335;19.774;18.789;17.785;2
703.895260;500.447556;22.630;21.549;19.871;18.806;17.708;2
747.636892; 75.988708;23.362;22.215;20.428;19.304;18.154;2
697.178044;686.876612;20.852;20.068;18.709;17.877;17.059;2
337.411868;177.825124;23.144;21.972;20.243;19.185;18.143;2
140.356284; 52.312484;15.733;14.322;12.754;11.882;11.106;2
631.516316;135.522468;21.285;20.334;18.809;17.850;16.878;2
281.251676;172.356452;21.143;19.829;18.388;17.451;16.612;2
291.464956;409.497444;22.863;21.685;19.913;18.794;17.646;2
441.437724;394.250916;20.460;19.297;17.530;16.456;15.374;2
308.301468;317.539204;17.070;16.722;15.892;15.347;14.786;2
420.849244;583.093284;23.474;22.335;20.744;19.761;18.824;2
536.606204;108.038308;20.888;20.261;19.011;18.198;17.353;2
334.339964;497.718500;22.436;21.622;20.125;19.154;18.145;2
437.200700;593.072132;21.875;20.966;19.502;18.544;17.528;2
773.440604; 88.023236;20.215;20.603;20.313;20.267;20.203;2
426.299612;372.973220;20.943;20.278;18.981;18.187;17.404;2
352.660156;235.527428;18.833;18.365;17.346;16.682;15.999;2
339.696348;172.104772;21.446;20.704;19.365;18.491;17.576;2
166.617948;246.285956;22.260;21.229;19.760;18.863;18.020;2
559.215868; 31.858468;21.652;20.947;19.582;18.703;17.794;2
134.239932;450.844068;19.207;18.179;16.627;15.702;14.797;2
685.873916;367.571076;22.960;21.676;20.117;19.128;18.245;2
597.647580;598.272228;23.872;22.774;20.987;19.829;18.610;2
431.515900;595.591748;18.981;18.342;17.152;16.432;15.751;2
220.767516;497.391492;23.246;22.343;20.750;19.732;18.678;2
388.120988;239.882724;23.455;22.217;20.347;19.131;17.840;2
596.062876;267.899460;18.972;18.351;17.192;16.444;15.674;2
593.271868;501.942852;19.950;17.584;15.202;13.808;12.455;2
426.463644;739.509060;19.508;18.949;17.787;17.077;16.384;2
138.525180;699.749956;19.361;18.849;17.717;17.013;16.315;2
303.560732;499.031460;23.648;22.568;20.916;19.906;18.909;2
275.631292;599.514084;23.032;22.034;20.357;19.283;18.165;2
375.261372; 69.707620;21.028;19.714;18.226;17.193;16.067;2
129.746300;223.384836;15.244;14.985;14.163;13.661;13.189;2
525.565372;286.570948;16.829;16.336;15.320;14.670;14.012;2
108.786108;413.176900;22.549;21.602;20.082;19.156;18.248;2
272.772348; 33.011972;22.886;21.979;20.405;19.400;18.359;2
471.784700;292.888996;23.002;21.853;20.273;19.312;18.403;2
264.602780;481.923556;23.550;22.398;20.615;19.465;18.255;2
521.804604; 88.550884;23.085;21.869;19.995;18.794;17.535;2
593.893148;117.244516;19.103;19.576;19.168;18.864;18.554;2
622.015484;161.364196;20.333;19.599;18.322;17.555;16.822;2
663.795420;262.806020;24.168;22.708;20.998;19.815;18.618;2
645.680444;639.980004;24.196;22.743;20.959;19.834;18.781;2
368.595900;203.143076;23.542;22.273;20.581;19.532;18.527;2
271.045084;502.080836;21.661;20.791;19.319;18.378;17.407;2
220.288444;601.628196;23.240;21.868;20.265;19.132;17.939;2
195.835708;193.905540;20.560;18.798;16.716;15.498;14.318;2
738.322268;702.883108;21.769;20.811;19.256;18.264;17.239;2
423.696220;585.926532;23.846;22.463;20.852;19.732;18.602;2
513.148572;481.819716;23.223;22.069;20.289;19.153;17.970;2
507.924188;164.959172;23.769;22.577;20.837;19.761;18.700;2
281.690620;129.243844;20.803;18.949;16.836;15.593;14.400;2
100.294108;341.376292;21.736;20.595;19.126;18.237;17.433;2
152.358428;426.620132;22.595;21.272;19.642;18.631;17.707;2
775.265724;532.511236;20.479;19.581;18.107;17.183;16.244;2
722.055996;641.063812;23.090;22.090;20.452;19.426;18.380;2
267.296284;441.865956;22.109;20.863;19.351;18.423;17.596;2
517.344412;229.995748;23.792;22.706;20.977;19.898;18.803;2
588.973948;387.999748;22.854;21.572;19.657;18.447;17.195;2
757.228892;538.139364;17.711;15.697;13.620;12.401;11.234;2
485.755932;268.352836;21.057;20.264;18.885;18.039;17.204;2
759.024444;262.850724;18.999;18.325;17.096;16.335;15.586;2
253.968508;380.787972;21.661;20.417;18.979;17.913;16.698;2
318.326076;191.878724;21.721;20.823;19.339;18.413;17.480;2
258.907772;362.192164;23.908;22.621;20.913;19.836;18.815;2
608.263548;251.418468;23.068;22.157;20.622;19.679;18.741;2
151.487932;698.539780;22.978;22.060;20.528;19.526;18.463;2
704.500700;107.027364;17.294;16.978;16.047;15.481;14.942;2
577.073884;229.648676;17.412;17.134;16.222;15.656;15.106;2
628.209628;442.426340;20.635;19.969;18.658;17.838;17.028;2
339.355612;680.885924;16.729;16.456;15.659;15.141;14.618;2
220.294428;114.549252;23.641;22.548;20.855;19.748;18.569;2
645.603356; 34.802244;17.432;17.094;16.223;15.657;15.082;2
443.770780;490.050532;18.959;17.596;15.769;14.692;13.632;2
658.381660;573.458340;23.495;22.274;20.414;19.201;17.909;2
294.636476;409.318628;17.567;16.920;15.852;15.222;14.666;2
799.691356;179.819204;19.184;18.235;16.689;15.723;14.750;2
484.266268;643.953380;21.836;20.997;19.574;18.648;17.674;2
435.518140;179.012420;22.952;21.881;20.201;19.107;17.950;2
458.611100; 38.399684;22.302;21.266;19.783;18.881;18.031;2
658.855452;203.184612;22.821;21.949;20.413;19.458;18.493;2
648.596764;655.859076;20.595;18.755;16.580;15.297;14.040;2
662.715484;375.019748;20.978;20.328;19.025;18.201;17.363;2
267.727132;462.857124;24.053;22.610;20.861;19.743;18.713;2
451.379260;564.028964;23.181;22.062;20.475;19.506;18.580;2
105.118972;619.275012;23.308;22.327;20.662;19.609;18.536;2
500.370268;372.604676;21.280;19.546;17.388;16.111;14.846;2
511.611740;541.987428;22.058;21.164;19.705;18.819;17.956;2
294.611132; 78.444964;22.553;21.519;19.850;18.772;17.642;2
376.246268;144.325284;21.668;20.441;18.988;18.069;17.272;2
347.487868;212.878692;23.376;22.022;20.404;19.382;18.465;2
601.565340;188.174980;20.656;19.959;18.660;17.866;17.086;2
780.384508;531.022276;23.972;22.636;20.949;19.902;18.929;2
750.333916;264.795524;16.133;15.781;14.895;14.339;13.794;2
251.373916;212.267268;23.020;21.704;20.063;19.030;18.078;2
139.178844;495.323140;19.873;19.191;17.939;17.138;16.318;2
591.878652;185.384324;21.802;20.844;19.278;18.274;17.230;2
142.786844; 40.313860;22.436;21.072;19.503;18.458;17.478;2
527.266236;666.997764;23.667;22.450;20.783;19.767;18.795;2
622.465692;343.571364;17.886;17.352;16.259;15.601;14.976;2
654.200252;645.678532;21.410;20.579;19.182;18.335;17.513;2
380.311516;149.731300;22.768;21.855;20.292;19.319;18.333;2
405.942748;556.328260;22.563;21.665;20.118;19.140;18.138;2
462.376092;659.394212;22.279;21.263;19.632;18.589;17.506;2
670.999452;665.378916;20.099;19.455;18.210;17.436;16.666;2
557.989500;210.169348;22.688;21.019;18.912;17.648;16.405;2
578.306236;609.181060;23.214;22.147;20.411;19.318;18.195;2
610.407580;121.884228;24.281;21.882;19.192;17.579;15.977;2
390.285788;233.086660;19.720;18.963;17.723;16.989;16.306;2
371.794876;108.590596;17.865;17.258;16.110;15.397;14.690;2
 94.155580;673.309124;23.796;22.627;20.920;19.881;18.862;2
232.100156;230.661380;22.951;21.692;19.808;18.624;17.407;2
299.155804;682.196420;24.822;22.303;19.468;17.770;16.076;2
645.342876;311.097956;21.046;19.936;18.523;17.605;16.806;2
711.151388;509.335556;18.004;17.268;16.157;15.486;14.900;2
170.721916;118.597956;22.220;21.010;19.529;18.573;17.736;2
140.637180;290.801636;19.597;19.071;17.967;17.247;16.502;2
177.012508;699.295524;20.123;19.224;17.679;16.717;15.739;2
156.158972;402.219492;22.034;20.812;19.323;18.314;17.386;2
210.590492;160.520452;11.346;11.302;10.788;10.457;10.144;2
478.588156; 59.422532;22.854;21.543;19.987;18.968;18.066;2
564.545852;553.888196;22.538;21.550;19.994;19.029;18.089;2
442.745756;372.762020;21.118;20.380;18.973;18.094;17.208;2
123.564828;278.495012;21.945;20.840;19.393;18.498;17.687;2
202.425852;643.670020;23.208;22.298;20.712;19.722;18.717;2
798.493148;644.874916;23.144;22.041;20.461;19.496;18.572;2
123.908732;585.768132;22.558;21.470;19.740;18.625;17.455;2
 97.096188;123.592484;18.341;17.870;16.780;16.095;15.411;2
549.649212;299.459780;23.495;22.097;20.445;19.325;18.244;2
775.218908; 51.086468;22.463;21.479;19.884;18.852;17.769;2
370.069020;402.855908;16.684;16.349;15.439;14.894;14.382;2
128.986332;292.043844;18.713;18.243;17.167;16.508;15.867;2
663.424412;277.243300;22.767;21.465;19.940;18.863;17.715;2
200.405724;553.572452;22.408;21.131;19.625;18.572;17.504;2
224.618396;370.025220;21.433;20.533;19.133;18.292;17.492;2
468.411484;733.669732;23.211;22.264;20.644;19.618;18.560;2
605.842844;390.764356;22.705;21.727;20.072;19.020;17.932;2
743.219996; 80.875876;19.894;18.734;17.393;16.533;15.807;2
547.784316;730.556644;22.935;20.948;18.546;17.116;15.690;2
195.951868;707.483396;24.114;22.673;20.980;19.796;18.563;2
697.638460;242.656836;19.055;18.437;17.234;16.473;15.704;2
692.558748;679.910180;21.956;21.112;19.658;18.765;17.880;2
174.124700;729.478820;23.991;22.471;20.718;19.581;18.535;2
336.430492;391.773892;24.211;22.652;20.860;19.703;18.645;2
685.888348;275.753988;22.273;21.248;19.697;18.742;17.820;2
755.809980;489.891428;21.868;20.572;19.062;17.980;16.792;2
320.415900;102.337668;22.352;21.480;19.963;19.016;18.056;2
355.185404;116.025892;23.845;22.154;19.965;18.642;17.323;2
395.910396;698.160676;22.629;21.292;19.756;18.723;17.755;2
587.110108;328.182980;23.140;22.086;20.398;19.319;18.197;2
640.489500;414.681348;24.470;23.025;20.902;19.550;18.135;2
678.900796;641.035300;21.703;20.803;19.282;18.330;17.369;2
755.259100;590.481060;20.394;20.315;19.368;18.717;18.017;2
550.980124;490.846052;22.670;21.594;19.877;18.784;17.654;2
540.821404;373.690244;23.802;22.259;20.583;19.385;17.940;2
437.327068;467.226148;20.634;20.151;18.804;17.878;16.875;2
504.341532;696.546404;19.577;18.673;17.372;16.587;15.878;2
250.020828;537.407556;21.324;20.262;18.609;17.582;16.543;2
246.141084;689.025220;20.384;19.448;17.952;17.028;16.103;2
679.829020;493.960548;22.682;21.406;19.834;18.785;17.836;2
442.632412;333.121540;21.513;20.715;19.357;18.530;17.731;2
